C50.019	N64.9
C50.01	C80.1
C50.111	C50.119
C50.111	C50.91
C50.111	C80.1
C50.111	N64.9
C50.112	C50.119
C50.112	C50.91
C50.112	C80.1
C50.112	N64.9
C50.119	C50.91
C50.119	C80.1
C50.119	N64.9
C50.211	C50.2
C50.211	C50.91
C50.211	C80.1
C50.211	N64.9
C50.212	C50.2
C50.212	C50.91
C50.212	C80.1
C50.212	N64.9
C50.2	C80.1
C50.2	N64.9
C50.311	C50.319
C50.311	C50.3
C50.311	C50.91
C50.311	C80.1
C50.311	N64.9
C50.312	C50.319
C50.312	C50.3
C50.312	C50.91
C50.312	C80.1
C50.312	N64.9
C50.319	C50.3
C50.319	C50.91
C50.319	C80.1
C50.319	N64.9
C50.3	C80.1
C50.3	N64.9
C50.411	C50.4
C50.411	C50.91
C50.411	C80.1
C50.411	N64.9
C50.412	C50.419
C50.412	C50.4
C50.412	C50.91
C50.412	C80.1
C50.412	N64.9
C50.411	C50.419
C50.419	C50.4
C50.419	C50.91
C50.419	C80.1
C50.419	N64.9
C50.422	C50.4
C50.422	C80.1
C50.422	N64.9
C50.4	C80.1
C50.4	N64.9
C50.511	C50.519
C50.511	C50.5
C50.511	C50.91
C50.511	C80.1
C50.511	N64.9
C50.512	C50.519
C50.512	C50.5
C50.512	C50.91
C50.512	C80.1
C50.512	N64.9
C50.519	C50.5
C50.519	C50.91
C50.519	C80.1
C50.519	N64.9
C50.5	C80.1
C50.5	N64.9
C50.811	C50.819
C50.811	C50.91
C50.811	C80.1
C50.811	N64.9
C50.812	C50.819
C50.812	C50.91
C50.812	C80.1
C50.812	N64.9
C50.819	C50.91
C50.819	C80.1
C50.819	N64.9
C50.911	C80.1
C50.911	N64.9
C50.911	Z85.9
C50.912	C50.91
C50.912	C80.1
C50.912	N63.20
C50.912	N64.9
C50.912	Z85.9
C50.911	C50.919
C50.912	C50.919
C50.919	C50.91
C50.919	C79.81
C50.919	C80.1
C50.919	N64.9
C50.919	Z85.9
C50.911	C50.91
C50.91	C80.1
C50.91	N64.9
C50.921	C50.929
C50.921	C80.1
C50.921	N64.9
C50.922	C50.929
C50.922	C80.1
C50.922	N64.9
C50.929	C80.1
C50.929	N64.9
C51.1	C80.1
C51.8	C51.9
C51.8	C80.1
C51.9	C80.1
C52	C80.1
C53.0	C80.1
C53.1	C80.1
C53.8	C53.9
C53.8	C80.1
C53.9	C80.1
C54.1	C80.1
C54.2	C80.1
C54.3	C80.1
C54.8	C54.9
C54.8	C80.1
C54.9	C80.1
C55	C80.1
C56.1	C80.1
C56.2	C80.1
C56.1	C56.9
C56.2	C56.9
C56.9	C80.1
C57.00	C80.1
C57.01	C57.00
C57.01	C80.1
C57.10	C80.1
C57.10	M24.20
C57.22	C80.1
C57.22	M24.20
C57.4	C80.1
C57.8	C80.1
C58	C80.1
C60.1	C80.1
C60.1	N48.9
C60.2	C60.9
C60.2	C80.1
C60.2	N48.9
C60.8	C60.9
C60.8	C80.1
C60.8	N48.9
C60.1	C60.9
C60.9	C80.1
C60.9	N48.9
C79.82	C61
C61	C80.1
C61	N42.9
C62.10	C62.1
C62.10	C80.1
C62.12	C62.10
C62.12	C62.1
C62.12	C80.1
C62.1	C80.1
C62.00	C62.90
C62.10	C62.90
C62.90	C62.1
C62.90	C80.1
C62.00	C62.91
C62.01	C62.91
C62.11	C62.91
C62.91	C62.1
C62.91	C62.90
C62.91	C80.1
C62.00	C62.92
C62.02	C62.92
C62.12	C62.92
C62.92	C62.1
C62.92	C62.90
C62.92	C80.1
C63.01	C63.0
C63.01	C80.1
C63.02	C63.0
C63.02	C80.1
C63.0	C80.1
C63.10	C63.1
C63.10	C80.1
C63.11	C63.10
C63.11	C63.1
C63.11	C80.1
C63.12	C63.10
C63.12	C63.1
C63.12	C80.1
C63.1	C80.1
C63.2	C80.1
C64.1	C64
C64.1	C65.1
C64.1	C65.9
C64.1	C76.3
C64.1	C80.1
C64.2	C64
C64.2	C65.2
C64.2	C65.9
C64.2	C76.3
C64.2	C80.1
C64.1	C64.9
C64.2	C64.9
C64.9	C64
C64.9	C65.9
C64.9	C76.3
C64.9	C80.1
C64	C65.9
C64	C76.3
C64	C80.1
C65.1	C65.9
C65.1	C76.3
C65.1	C80.1
C65.2	C65.9
C65.2	C76.3
C65.2	C80.1
C65.9	C76.3
C65.9	C80.1
C66.1	C66.9
C66.1	C80.1
C66.2	C66.9
C66.2	C80.1
C66.9	C80.1
C67.0	C80.1
C67.0	N32.9
C67.1	C80.1
C67.1	N32.9
C67.2	C80.1
C67.2	N32.9
C67.4	C67.9
C67.4	C80.1
C67.4	N32.9
C67.5	C80.1
C67.5	N32.9
C67.6	C80.1
C67.7	C80.1
C67.8	C80.1
C67.8	N32.9
C67.0	C67.9
C67.1	C67.9
C67.2	C67.9
C67.5	C67.9
C67.8	C67.9
C67.9	C80.1
C67.9	N32.9
C68.0	C80.1
C68.8	C80.1
C68.9	C80.1
C69.00	C69.0
C69.00	C80.1
C69.00	H11.9
C69.0	C80.1
C69.0	H11.9
C69.20	C80.1
C69.30	C80.1
C69.32	C69.30
C69.32	C80.1
C69.50	C80.1
C69.60	C80.1
C69.60	H05.9
C69.90	C80.1
C70.1	C80.1
C71.0	C80.1
C71.1	C80.1
C71.2	C80.1
C71.3	C80.1
C71.4	C80.1
C71.5	C80.1
C71.6	C80.1
C71.7	C71.9
C71.7	C80.1
C71.7	G93.9
C71.8	C71.9
C71.8	C80.1
C71.8	G93.9
C71.9	C80.1
C71.9	G93.9
C72.0	C80.1
C72.0	G95.9
C72.1	C80.1
C72.3	C80.1
C72.9	C80.1
C72.9	G96.9
C73	C80.1
C73	E07.9
C74.00	C80.1
C74.00	E27.9
C74.02	C74.00
C74.02	C80.1
C74.02	E27.9
C74.90	C80.1
C74.90	E27.9
C74.91	C74.90
C74.91	C80.1
C74.91	E27.9
C74.92	C74.90
C74.92	C80.1
C74.92	E27.9
C75.1	C80.1
C75.1	E23.7
C75.3	C80.1
C75.5	C80.1
C76.0	C80.1
C76.1	C80.1
C76.2	C80.1
C76.3	C80.1
C76.40	C80.1
C76.41	C76.40
C76.41	C80.1
C76.42	C76.40
C76.42	C80.1
C76.50	C76.5
C76.50	C80.1
C76.51	C76.50
C76.51	C76.5
C76.51	C80.1
C76.52	C76.50
C76.52	C76.5
C76.52	C80.1
C76.5	C80.1
C76.8	C80.1
C77.0	C76.0
C77.0	C79.9
C77.0	C80.1
C77.1	C79.9
C77.1	C80.1
C77.2	C79.9
C77.2	C80.1
C77.3	C76.40
C77.3	C79.9
C77.3	C80.1
C77.4	C76.50
C77.4	C76.5
C77.4	C79.9
C77.4	C80.1
C77.5	C79.9
C77.5	C80.1
C77.8	C79.9
C77.8	C80.1
C77.9	C79.9
C77.9	C80.1
C78.01	C78.00
C78.02	C78.00
C78.00	C79.9
C78.00	C80.1
C78.01	C79.9
C78.01	C80.1
C78.02	C79.9
C78.02	C80.1
C78.1	C79.9
C78.1	C80.1
C78.2	C38.4
C78.2	C79.9
C78.2	C80.1
C78.4	C17.9
C78.4	C79.9
C78.4	C80.1
C78.4	K63.9
C78.5	C20
C78.5	C79.9
C78.5	C80.1
C78.5	K63.9
