E11.00|E11.01|0|0|0|A
E11.00|E11.69|0|0|0|A
E11.01|E11.69|0|0|0|A
E11.10|E11.69|0|0|0|A
E11.11|E11.69|0|0|0|A
E11.21|E11.69|0|0|0|A
E11.22|E11.69|0|0|0|A
E11.311|E11.69|0|0|0|A
E11.319|E11.69|0|0|0|A
E11.3211|E11.69|0|0|0|A
E11.3212|E11.69|0|0|0|A
E11.3213|E11.69|0|0|0|A
E11.3219|E11.69|0|0|0|A
E11.3291|E11.69|0|0|0|A
E11.3292|E11.69|0|0|0|A
E11.3293|E11.69|0|0|0|A
E11.3299|E11.69|0|0|0|A
E11.3311|E11.69|0|0|0|A
E11.3312|E11.69|0|0|0|A
E11.3313|E11.69|0|0|0|A
E11.3319|E11.69|0|0|0|A
E11.3391|E11.69|0|0|0|A
E11.3392|E11.69|0|0|0|A
E11.3393|E11.69|0|0|0|A
E11.3399|E11.69|0|0|0|A
E11.3411|E11.69|0|0|0|A
E11.3412|E11.69|0|0|0|A
E11.3413|E11.69|0|0|0|A
E11.3419|E11.69|0|0|0|A
E11.3491|E11.69|0|0|0|A
E11.3492|E11.69|0|0|0|A
E11.3493|E11.69|0|0|0|A
E11.3499|E11.69|0|0|0|A
E11.3511|E11.69|0|0|0|A
E11.3512|E11.69|0|0|0|A
E11.3513|E11.69|0|0|0|A
E11.3519|E11.69|0|0|0|A
E11.3521|E11.69|0|0|0|A
E11.3522|E11.69|0|0|0|A
E11.3523|E11.69|0|0|0|A
E11.3529|E11.69|0|0|0|A
E11.3531|E11.3521|0|0|0|A
E11.3531|E11.69|0|0|0|A
E11.3532|E11.3522|0|0|0|A
E11.3532|E11.69|0|0|0|A
E11.3533|E11.3523|0|0|0|A
E11.3533|E11.69|0|0|0|A
E11.3539|E11.3529|0|0|0|A
E11.3539|E11.69|0|0|0|A
E11.3541|E11.69|0|0|0|A
E11.3542|E11.69|0|0|0|A
E11.3543|E11.69|0|0|0|A
E11.3549|E11.69|0|0|0|A
E11.3551|E11.69|0|0|0|A
E11.3552|E11.69|0|0|0|A
E11.3553|E11.69|0|0|0|A
E11.3559|E11.69|0|0|0|A
E11.3591|E11.69|0|0|0|A
E11.3592|E11.69|0|0|0|A
E11.3593|E11.69|0|0|0|A
E11.3599|E11.69|0|0|0|A
E11.36|E11.69|0|0|0|A
E11.37X1|E11.69|0|0|0|A
E11.37X2|E11.69|0|0|0|A
E11.37X3|E11.69|0|0|0|A
E11.37X9|E11.69|0|0|0|A
E11.40|E11.69|0|0|0|A
E11.41|E11.69|0|0|0|A
E11.42|E11.69|0|0|0|A
E11.43|E11.69|0|0|0|A
E11.44|E11.69|0|0|0|A
E11.51|E11.69|0|0|0|A
E11.52|E11.69|0|0|0|A
E11.59|E11.69|0|0|0|A
E11.610|E11.69|0|0|0|A
E11.618|E11.69|0|0|0|A
E11.620|E11.69|0|0|0|A
E11.622|E11.69|0|0|0|A
E11.630|E11.69|0|0|0|A
E11.638|E11.69|0|0|0|A
E11.641|E11.69|0|0|0|A
E11.649|E11.69|0|0|0|A
E11.65|E11.69|0|0|0|A
E11.00|E11.8|0|0|0|A
E11.01|E11.8|0|0|0|A
E11.10|E11.8|0|0|0|A
E11.11|E11.8|0|0|0|A
E11.21|E11.8|0|0|0|A
E11.22|E11.8|0|0|0|A
E11.29|E11.8|0|0|0|A
E11.311|E11.8|0|0|0|A
E11.319|E11.8|0|0|0|A
E11.3211|E11.3219|0|0|0|A
E11.3211|E11.3299|0|0|0|A
E11.3211|E11.8|0|0|0|A
E11.3212|E11.3219|0|0|0|A
E11.3212|E11.3299|0|0|0|A
E11.3212|E11.8|0|0|0|A
E11.3213|E11.8|0|0|0|A
E11.3219|E11.8|0|0|0|A
E11.3291|E11.3219|0|0|0|A
E11.3291|E11.3299|0|0|0|A
E11.3291|E11.8|0|0|0|A
E11.3292|E11.3219|0|0|0|A
E11.3292|E11.3299|0|0|0|A
E11.3292|E11.8|0|0|0|A
E11.3293|E11.8|0|0|0|A
E11.3299|E11.8|0|0|0|A
E11.3311|E11.3319|0|0|0|A
E11.3311|E11.3399|0|0|0|A
E11.3311|E11.8|0|0|0|A
E11.3312|E11.3319|0|0|0|A
E11.3312|E11.3399|0|0|0|A
E11.3312|E11.8|0|0|0|A
E11.3313|E11.8|0|0|0|A
E11.3319|E11.8|0|0|0|A
E11.3391|E11.3319|0|0|0|A
E11.3391|E11.3399|0|0|0|A
E11.3391|E11.8|0|0|0|A
E11.3392|E11.3319|0|0|0|A
E11.3392|E11.3399|0|0|0|A
E11.3392|E11.8|0|0|0|A
E11.3393|E11.8|0|0|0|A
E11.3399|E11.8|0|0|0|A
E11.3411|E11.3419|0|0|0|A
E11.3411|E11.3499|0|0|0|A
E11.3411|E11.8|0|0|0|A
E11.3412|E11.3419|0|0|0|A
E11.3412|E11.3499|0|0|0|A
E11.3412|E11.8|0|0|0|A
E11.3413|E11.8|0|0|0|A
E11.3419|E11.8|0|0|0|A
E11.3491|E11.3419|0|0|0|A
E11.3491|E11.3499|0|0|0|A
E11.3491|E11.8|0|0|0|A
E11.3492|E11.3419|0|0|0|A
E11.3492|E11.3499|0|0|0|A
E11.3492|E11.8|0|0|0|A
E11.3493|E11.8|0|0|0|A
E11.3499|E11.8|0|0|0|A
E11.3511|E11.3599|0|0|0|A
E11.3511|E11.8|0|0|0|A
E11.3512|E11.3519|0|0|0|A
E11.3512|E11.3599|0|0|0|A
E11.3512|E11.8|0|0|0|A
E11.3513|E11.8|0|0|0|A
E11.3519|E11.8|0|0|0|A
E11.3521|E11.3529|0|0|0|A
E11.3521|E11.8|0|0|0|A
E11.3522|E11.3529|0|0|0|A
E11.3522|E11.8|0|0|0|A
E11.3523|E11.8|0|0|0|A
E11.3529|E11.8|0|0|0|A
E11.3531|E11.3529|0|0|0|A
E11.3531|E11.3539|0|0|0|A
E11.3531|E11.8|0|0|0|A
E11.3532|E11.3529|0|0|0|A
E11.3532|E11.3539|0|0|0|A
E11.3532|E11.8|0|0|0|A
E11.3533|E11.8|0|0|0|A
E11.3539|E11.8|0|0|0|A
E11.3541|E11.3549|0|0|0|A
E11.3541|E11.8|0|0|0|A
E11.3542|E11.3549|0|0|0|A
E11.3542|E11.8|0|0|0|A
E11.3543|E11.8|0|0|0|A
E11.3549|E11.8|0|0|0|A
E11.3551|E11.3559|0|0|0|A
E11.3551|E11.8|0|0|0|A
E11.3552|E11.3559|0|0|0|A
E11.3552|E11.8|0|0|0|A
E11.3553|E11.8|0|0|0|A
E11.3559|E11.8|0|0|0|A
E11.3591|E11.3599|0|0|0|A
E11.3591|E11.8|0|0|0|A
E11.3592|E11.3599|0|0|0|A
E11.3592|E11.8|0|0|0|A
E11.3593|E11.8|0|0|0|A
E11.3599|E11.8|0|0|0|A
E11.36|E11.8|0|0|0|A
E11.37X1|E11.37X9|0|0|0|A
E11.37X1|E11.8|0|0|0|A
E11.37X2|E11.37X9|0|0|0|A
E11.37X2|E11.8|0|0|0|A
E11.37X3|E11.8|0|0|0|A
E11.37X9|E11.8|0|0|0|A
E11.39|E11.8|0|0|0|A
E11.40|E11.8|0|0|0|A
E11.41|E11.8|0|0|0|A
E11.42|E11.8|0|0|0|A
E11.43|E11.8|0|0|0|A
E11.44|E11.8|0|0|0|A
E11.49|E11.8|0|0|0|A
E11.51|E11.8|0|0|0|A
E11.52|E11.8|0|0|0|A
E11.610|E11.8|0|0|0|A
E11.618|E11.8|0|0|0|A
E11.620|E11.8|0|0|0|A
E11.621|E11.8|0|0|0|A
E11.622|E11.628|0|0|0|A
E11.622|E11.8|0|0|0|A
E11.630|E11.8|0|0|0|A
E11.641|E11.8|0|0|0|A
E11.649|E11.8|0|0|0|A
E11.65|E11.8|0|0|0|A
E11.3211|E11.311|0|0|0|A
E11.3211|E11.319|0|0|0|A
E11.3212|E11.311|0|0|0|A
E11.3212|E11.319|0|0|0|A
E11.3213|E11.311|0|0|0|A
E11.3213|E11.319|0|0|0|A
